model,critical_length,minimal_number_of_queries,non_trivial_critical_pairs,non_trivial_deduced_critical_pairs
model86476.csv,17,6,8,4
model27759.csv,12,8,5,2
model81713.csv,13,6,5,2
model78894.csv,13,6,5,2
model99576.csv,16,9,8,1
model73146.csv,14,8,5,1
model121972.csv,17,8,10,2
model71795.csv,13,7,4,1
model47787.csv,15,7,7,2
model62611.csv,14,7,6,2
model37291.csv,16,9,9,1
model72492.csv,15,7,6,3
model40880.csv,15,7,7,2
model109713.csv,18,8,10,3
model28465.csv,13,8,6,1
model54508.csv,14,8,6,1
model39681.csv,14,7,7,2
model5138.csv,9,6,3,1
model41170.csv,15,7,7,2
model43850.csv,16,7,8,2
model40674.csv,14,7,6,1
model103093.csv,13,6,6,2
model35946.csv,13,6,6,2
model21554.csv,14,10,6,1
model102259.csv,13,7,6,2
model38540.csv,14,6,6,1
model87728.csv,14,6,5,1
model67827.csv,16,8,7,2
model93719.csv,15,8,6,1
model93884.csv,16,6,7,2
model89715.csv,12,7,3,1
model96885.csv,14,6,6,2
model26063.csv,12,8,5,2
model55379.csv,13,6,6,2
model56566.csv,10,6,4,1
model27505.csv,13,7,8,2
model10620.csv,13,7,6,1
model50844.csv,14,8,8,2
model83749.csv,16,8,8,1
model119469.csv,12,7,5,1
model114088.csv,17,6,9,3
model91977.csv,13,6,6,1
model89047.csv,14,7,5,2
model17114.csv,14,7,7,1
model60855.csv,15,9,7,1
model101633.csv,12,6,4,1
model56241.csv,14,6,7,3
model19044.csv,15,7,8,3
model86293.csv,17,6,8,4
model46215.csv,17,7,9,4
model37544.csv,13,7,6,1
model99225.csv,15,7,7,3
model43685.csv,14,9,6,1
model16879.csv,13,6,6,3
model77847.csv,11,7,3,1
model108923.csv,15,6,7,3
model14789.csv,15,6,7,4
model72367.csv,16,6,7,3
model66348.csv,15,7,6,1
model79647.csv,15,7,7,1
model121888.csv,18,6,11,5
model122690.csv,17,8,11,3
model97653.csv,19,9,11,3
model43625.csv,15,9,7,1
model49870.csv,17,7,9,4
model95643.csv,18,7,10,4
model42959.csv,17,9,9,3
model10043.csv,12,7,6,2
model67058.csv,16,6,7,3
model110283.csv,14,7,6,2
model3508.csv,12,7,6,1
model43804.csv,14,9,7,2
model39631.csv,15,7,8,2
model77214.csv,19,6,10,5
model17463.csv,12,7,5,1
model70047.csv,13,6,5,1
model6285.csv,14,9,8,1
model85855.csv,15,8,6,1
model18385.csv,12,6,5,2
model53695.csv,16,6,8,2
model66344.csv,16,6,7,2
model50873.csv,14,9,7,1
model28028.csv,15,7,8,4
model116024.csv,14,7,7,2
model37275.csv,16,7,9,3
model1577.csv,12,8,5,2
model84223.csv,15,7,7,1
model43084.csv,10,7,3,1
model114068.csv,18,6,10,4
model28997.csv,16,8,9,3
model83885.csv,17,7,9,3
model100458.csv,16,6,8,3
model90760.csv,15,6,6,2
model12423.csv,12,6,6,2
model86353.csv,16,8,7,2
model64032.csv,15,6,7,1
model45378.csv,16,9,8,2
model19973.csv,15,6,8,3
model35113.csv,13,7,8,2
model100228.csv,13,6,5,2
model14712.csv,16,6,8,3
model71439.csv,14,7,7,1
model65229.csv,13,6,4,1
model32776.csv,16,9,9,1
model79070.csv,14,7,6,2
model122954.csv,13,7,7,2
model73928.csv,14,9,5,1
model23217.csv,15,6,7,2
model111802.csv,14,6,6,3
model109460.csv,13,8,6,1
model39817.csv,15,6,7,3
model78175.csv,11,7,4,1
model77117.csv,19,6,10,4
model110156.csv,12,7,4,1
model81136.csv,13,7,7,1
model105866.csv,14,6,6,1
model29589.csv,12,6,7,2
model26324.csv,12,7,6,2
model105021.csv,15,6,7,3
model29005.csv,16,9,9,2
model79972.csv,15,6,7,2
model116334.csv,14,7,7,2
model7999.csv,12,8,6,1
model103711.csv,13,8,5,1
model8125.csv,11,7,5,1
model24128.csv,10,6,3,1
model49864.csv,17,8,9,2
model83308.csv,14,6,6,2
model18902.csv,16,10,8,2
model5865.csv,13,6,6,3
model103554.csv,12,7,5,1
model105161.csv,14,8,6,1
model52674.csv,15,7,7,2
model69002.csv,18,6,9,3
model61867.csv,14,7,6,1
model14456.csv,13,9,5,1
model119576.csv,15,6,8,3
model47947.csv,12,7,5,2
model100524.csv,16,8,8,1
model27173.csv,9,5,4,1
model40883.csv,14,7,6,1
model7416.csv,10,6,5,1
model112077.csv,16,8,8,1
model40576.csv,12,6,4,1
model72357.csv,15,9,6,1
model13305.csv,14,7,6,1
model99937.csv,15,8,7,1
model34011.csv,13,6,8,2
model98217.csv,15,9,8,1
model118060.csv,14,6,7,2
model124001.csv,16,7,10,3
model41245.csv,15,6,8,3
model86993.csv,16,7,7,3
model103201.csv,13,7,5,1
model20540.csv,16,8,8,2
model90808.csv,18,6,9,5
model117364.csv,15,8,8,2
model3222.csv,12,7,7,1
model107621.csv,15,8,7,2
model44813.csv,15,7,8,3
model3605.csv,12,7,7,1
model108285.csv,13,7,5,1
model119245.csv,16,7,9,4
model65288.csv,15,6,6,3
model100699.csv,12,6,4,1
model25807.csv,14,9,8,2
model105165.csv,16,7,8,3
model57583.csv,13,7,6,2
model90724.csv,16,9,7,1
model39155.csv,15,9,7,1
model27791.csv,14,7,7,2
model39141.csv,15,7,7,2
model9470.csv,13,7,6,2
model52805.csv,15,7,7,2
model95959.csv,15,8,7,1
model89026.csv,15,7,7,3
model121843.csv,19,10,12,2
model59694.csv,13,7,5,2
model67035.csv,17,9,8,1
model45077.csv,13,7,6,1
model68414.csv,15,7,6,2
model93876.csv,14,7,6,2
model48122.csv,17,8,9,3
model113413.csv,17,9,9,2
model79219.csv,16,7,8,2
model4081.csv,11,6,5,1
model13466.csv,16,6,8,4
model116893.csv,12,7,5,1
model117187.csv,16,8,9,1
model53832.csv,13,6,5,1
model28317.csv,11,7,5,1
model16702.csv,12,7,5,2
model33018.csv,15,9,8,1
model108708.csv,14,8,6,1
model119578.csv,17,7,10,4
model86111.csv,13,7,4,1
model107856.csv,13,6,5,1
model13769.csv,13,7,5,1
model18222.csv,15,9,8,2
model69004.csv,18,7,9,3
model49940.csv,17,10,9,2
model40586.csv,12,6,4,3
model31611.csv,17,6,10,5
model95120.csv,19,8,10,4
model20296.csv,13,6,5,2
model118792.csv,14,6,7,2
model75121.csv,15,7,6,1
model98940.csv,14,6,6,3
model79216.csv,15,6,7,2
model43560.csv,13,8,5,1
model38670.csv,13,6,5,1
model119634.csv,16,7,9,2
model33652.csv,13,8,7,1
model79334.csv,11,6,5,2
model30403.csv,15,8,8,3
model21049.csv,14,7,6,1
model27849.csv,15,8,8,1
model24859.csv,13,8,7,1
model114365.csv,20,6,12,6
model80880.csv,15,7,8,3
model27664.csv,13,8,7,2
model74850.csv,19,9,10,2
model106858.csv,16,9,9,1
model118455.csv,15,7,8,3
model118602.csv,14,7,7,2
model88016.csv,14,6,5,1
model48880.csv,14,7,6,2
model111062.csv,13,6,5,1
model102174.csv,15,7,7,2
model118209.csv,13,7,6,1
model31840.csv,14,6,7,3
model700.csv,11,8,4,1
model36491.csv,16,6,9,5
model87858.csv,14,7,5,1
model9561.csv,11,8,4,1
model59453.csv,10,6,3,1
model4027.csv,12,7,7,1
model108030.csv,15,7,7,2
model108555.csv,15,8,7,1
model76069.csv,14,6,5,2
model122623.csv,14,6,8,2
model27065.csv,12,6,7,3
model49664.csv,13,7,5,2
model70119.csv,16,8,8,3
model49810.csv,14,7,6,2
model95890.csv,15,7,7,2
model83584.csv,13,6,6,1
model22344.csv,16,7,9,3
model22646.csv,14,6,7,2
model124039.csv,13,7,7,1
model86071.csv,15,6,7,4
model1361.csv,13,7,6,2
model58807.csv,11,7,4,1
model94291.csv,18,7,9,3
model48454.csv,15,7,7,2
model6117.csv,13,8,7,1
model42793.csv,14,7,7,2
model26679.csv,11,7,5,2
model26801.csv,14,9,8,2
model65827.csv,13,6,5,1
model91712.csv,15,8,6,1
model31129.csv,13,8,7,1
model98257.csv,15,8,8,2
model120713.csv,17,6,10,4
model11802.csv,13,6,5,1
model72958.csv,18,8,9,3
model94007.csv,15,8,6,2
model107427.csv,14,6,6,2
model40335.csv,16,7,8,3
model31272.csv,16,7,9,4
model21794.csv,15,6,7,3
model73610.csv,16,6,7,4
model77750.csv,11,6,4,1
model86413.csv,19,7,10,4
model47528.csv,15,6,8,3
model111946.csv,17,6,9,3
model74321.csv,14,8,6,1
model74259.csv,14,7,6,3
model61745.csv,15,8,8,1
model104710.csv,12,7,4,1
model52856.csv,15,7,7,2
model87170.csv,15,8,6,1
model73318.csv,15,7,6,2
model23912.csv,13,6,5,2
model120811.csv,17,8,10,3
model111109.csv,18,7,10,4
model88954.csv,14,9,6,2
model118354.csv,14,6,7,2
model67466.csv,16,7,8,2
model80264.csv,11,7,3,1
model109819.csv,17,7,9,4
model90078.csv,13,6,4,2
model68030.csv,15,7,6,2
model7459.csv,11,6,6,1
model2605.csv,11,6,5,2
model44123.csv,15,8,7,1
model66234.csv,15,7,6,1
model41885.csv,14,6,6,1
model56437.csv,14,6,7,3
model115330.csv,15,8,8,1
model55808.csv,15,7,8,2
model89238.csv,15,7,7,2
model56183.csv,15,7,8,2
model14281.csv,11,7,4,1
model63447.csv,15,7,7,2
model115750.csv,13,7,6,1
model50256.csv,16,8,8,1
model8043.csv,10,6,5,1
model87653.csv,13,8,4,1
model2038.csv,12,7,6,1
model114501.csv,16,7,8,3
model80447.csv,14,7,6,1
model72941.csv,16,6,7,2
model38880.csv,13,7,5,1
model97513.csv,18,6,10,5
model116658.csv,14,6,7,2
model4526.csv,13,6,6,1
model29566.csv,11,6,6,2
model26504.csv,12,6,5,2
model82773.csv,15,7,7,2
model32004.csv,12,6,5,2
model90687.csv,16,7,7,2
model78312.csv,13,8,6,1
model123628.csv,15,7,9,2
model20340.csv,15,7,7,2
model47494.csv,15,8,7,1
model6882.csv,14,8,7,2
model25353.csv,12,7,6,2
model97856.csv,17,8,9,4
model7998.csv,11,7,5,1
model22463.csv,16,6,9,3
model90335.csv,15,6,6,3
model120604.csv,15,7,8,2
model121032.csv,18,7,11,5
model22800.csv,15,8,7,1
model73903.csv,15,6,6,3
model20336.csv,12,8,5,1
model13299.csv,14,6,6,2
model5547.csv,14,7,7,3
model7647.csv,13,6,7,3
model42428.csv,13,7,6,1
model53762.csv,13,7,5,1
model57834.csv,16,7,9,3
model86846.csv,16,6,7,3
model94344.csv,16,6,7,2
model31571.csv,16,8,9,3
model6917.csv,15,10,9,1
model75063.csv,16,6,7,4
model122501.csv,16,6,10,4
model100282.csv,15,7,7,2
model56613.csv,12,7,5,1
model115989.csv,12,7,5,1
model47283.csv,18,7,10,5
model121752.csv,17,6,10,4
model70886.csv,18,7,10,3
model31514.csv,14,7,7,2
model85732.csv,15,7,6,2
model92861.csv,17,7,8,3
model2472.csv,15,8,8,2
model14312.csv,14,7,6,2
model94660.csv,14,7,5,1
model74773.csv,16,9,7,1
model69747.csv,15,6,7,3
model110026.csv,15,9,8,1
model32163.csv,11,6,4,2
model71282.csv,16,6,9,4
model109796.csv,17,7,9,3
model29776.csv,14,6,8,3
model6125.csv,13,6,6,3
model2683.csv,12,7,7,1
model22005.csv,11,6,5,2
model116393.csv,14,7,7,2
model59148.csv,12,7,5,2
model108456.csv,15,6,7,2
model75786.csv,16,6,7,3
model69495.csv,16,8,8,2
model44272.csv,14,7,6,1
model18939.csv,15,6,8,3
model19471.csv,15,7,8,3
model32878.csv,13,6,7,2
model108002.csv,17,6,9,3
model9733.csv,13,7,6,1
model80959.csv,13,6,6,1
model48504.csv,16,7,8,3
model37090.csv,14,7,7,1
model90287.csv,15,6,6,2
model115497.csv,14,6,7,1
model123488.csv,16,8,10,3
model71080.csv,17,10,9,1
model118035.csv,12,6,5,1
model80369.csv,13,8,5,1
model29977.csv,15,7,10,4
model78607.csv,13,7,5,1
model31295.csv,17,7,10,4
model112366.csv,16,7,8,2
model111817.csv,14,6,6,2
model37357.csv,15,7,8,2
model20450.csv,15,7,7,3
model44220.csv,15,9,8,2
model44466.csv,14,6,6,2
model18916.csv,14,8,6,2
model74051.csv,17,8,8,3
model88798.csv,14,6,6,2
model29342.csv,12,7,6,2
model6510.csv,13,8,6,1
model29468.csv,13,9,7,1
model44211.csv,13,7,6,2
model54965.csv,13,6,6,2
model21376.csv,16,6,8,3
model113090.csv,16,8,8,2
model112455.csv,19,8,11,3
model85656.csv,16,6,8,3
model23150.csv,13,8,5,1
model119843.csv,17,8,10,3
model71366.csv,15,7,8,2
model80500.csv,14,7,6,1
model98869.csv,11,7,3,1
model8400.csv,13,8,7,1
model91086.csv,14,7,6,1
model119200.csv,17,7,10,4
model39738.csv,14,7,6,3
model37177.csv,17,8,10,3
model56313.csv,16,7,9,4
model90433.csv,15,6,6,2
model1738.csv,12,7,6,1
model67183.csv,13,7,5,1
model22269.csv,14,7,7,2
model60089.csv,14,9,6,1
model110501.csv,13,6,5,1
model55687.csv,13,7,6,1
model94114.csv,19,7,10,4
model91194.csv,14,6,5,1
model22666.csv,12,8,4,1
model6918.csv,14,6,8,3
model45523.csv,14,7,6,1
model66605.csv,13,7,4,1
model116223.csv,12,6,5,1
model69029.csv,17,8,8,1
model37166.csv,14,8,7,2
model31182.csv,13,8,7,2
model10133.csv,14,8,7,2
model61406.csv,13,7,6,2
model48955.csv,16,7,8,2
model90215.csv,14,6,5,2
model37532.csv,15,7,8,2
model65117.csv,14,7,5,2
model111493.csv,15,7,7,2
model78793.csv,11,6,4,2
model123789.csv,13,6,7,1
model45255.csv,14,7,7,1
model71410.csv,15,6,8,3
model119084.csv,13,6,6,1
model73189.csv,15,7,6,1
model86536.csv,13,6,4,1
model44540.csv,14,7,7,2
model46749.csv,18,9,10,2
model91534.csv,15,6,6,3
model84283.csv,17,8,9,2
model49786.csv,16,8,8,1
model123109.csv,15,8,9,2
model117263.csv,15,8,8,2
model33812.csv,13,8,7,1
model119559.csv,14,6,7,3
model51658.csv,18,8,11,4
model50767.csv,14,7,7,1
model90725.csv,15,7,6,3
model80172.csv,15,8,8,1
model79080.csv,13,7,5,1
model10665.csv,12,6,6,1
model54745.csv,14,8,7,1
model13378.csv,13,7,5,2
model35798.csv,15,7,8,1
model88988.csv,16,7,7,3
model107701.csv,16,6,8,4
model90294.csv,13,6,4,2
model41465.csv,13,7,5,2
model60343.csv,13,6,5,1
model70822.csv,15,8,7,1
model37083.csv,15,6,8,3
model102290.csv,12,7,4,1
model40811.csv,13,7,5,2
model15981.csv,14,7,6,1
model38457.csv,13,7,5,1
model29456.csv,12,8,6,1
model119611.csv,17,8,10,2
model107459.csv,15,8,7,2
model10429.csv,12,6,5,1
model27741.csv,13,7,6,2
model9552.csv,11,6,4,1
model51279.csv,14,6,7,2
model104424.csv,15,7,7,2
model111993.csv,17,6,9,3
model56254.csv,17,7,10,4
model56484.csv,11,6,4,1
model110827.csv,18,7,10,3
model119267.csv,17,7,10,3
model34291.csv,15,9,9,2
model30065.csv,14,6,8,4
model47266.csv,17,9,9,1
model41865.csv,11,6,3,1
model49644.csv,13,7,5,1
model37619.csv,13,7,6,1
model121997.csv,19,7,12,5
model102014.csv,12,7,4,1
model103164.csv,14,6,6,1
model102440.csv,15,8,7,1
model12261.csv,14,7,6,2
model94735.csv,17,6,8,3
model27812.csv,12,6,6,3
model45629.csv,13,6,6,3
model60157.csv,13,6,5,1
model19585.csv,15,7,9,3
model110440.csv,17,6,9,4
model72568.csv,15,7,6,2
model33286.csv,11,7,5,1
model57621.csv,15,7,8,3
model119840.csv,15,9,8,1
model112641.csv,16,6,8,3
model20761.csv,16,7,9,3
model65301.csv,15,7,6,1
model4668.csv,11,7,5,1
model99527.csv,16,7,8,2
model20270.csv,16,7,8,2
model86771.csv,17,10,8,1
model38416.csv,13,7,6,2
model63756.csv,14,7,6,1
model30563.csv,16,7,9,4
model75951.csv,14,7,5,1
model60714.csv,12,6,4,1
model3357.csv,10,6,4,1
model44596.csv,15,7,8,3
model32320.csv,14,6,7,3
model84024.csv,14,7,6,1
model107773.csv,16,7,8,2
model111332.csv,14,7,6,2
model105779.csv,13,6,5,1
model40625.csv,15,6,7,3
model37689.csv,13,7,7,2
model10786.csv,12,6,5,2
model1434.csv,11,6,5,1
model96318.csv,14,6,6,2
model113101.csv,13,7,5,1
model5233.csv,12,6,5,1
model73275.csv,14,7,6,2
model12208.csv,15,6,7,3
model108224.csv,15,8,7,2
model73841.csv,14,6,5,2
model82474.csv,15,6,7,2
model88927.csv,15,8,6,1
model14956.csv,14,7,6,1
model107692.csv,18,8,10,3
model52959.csv,13,7,5,1
model25047.csv,13,8,7,1
model768.csv,11,7,5,1
model67130.csv,15,7,6,2
model93972.csv,16,8,7,1
model77833.csv,13,6,6,1
model103145.csv,13,7,5,1
model79134.csv,13,7,5,2
model27936.csv,13,9,6,2
model64646.csv,12,6,4,1
model105011.csv,15,7,7,2
model78027.csv,13,7,5,1
model67880.csv,16,7,7,1
model23451.csv,18,9,10,3
model37450.csv,15,8,8,1
model1331.csv,11,6,5,2
model75738.csv,17,7,8,3
model114941.csv,16,6,9,3
model391.csv,11,8,4,1
model30508.csv,14,8,8,2
model94702.csv,15,6,6,2
model23005.csv,15,7,7,3
model74505.csv,16,8,7,1
model32593.csv,16,7,9,4
model8551.csv,14,10,8,1
model90339.csv,14,7,5,1
model43334.csv,12,6,5,1
model23102.csv,15,6,7,3
model119921.csv,18,9,11,3
model28456.csv,12,8,5,1
model29923.csv,14,6,9,4
model55079.csv,14,8,7,2
model75727.csv,17,7,8,3
model84449.csv,14,7,7,1
model63579.csv,15,8,7,2
model29617.csv,10,6,5,1
model56194.csv,16,7,9,3
model41768.csv,14,7,6,1
model120409.csv,15,7,8,2
model109631.csv,17,9,9,2
model68870.csv,18,7,9,3
model3842.csv,12,7,6,2
model104061.csv,16,7,8,3
model47811.csv,14,7,6,2
model18105.csv,14,7,6,2
model52038.csv,13,6,6,2
model66660.csv,16,6,7,3
model67202.csv,15,6,7,2
model53406.csv,15,9,7,1
model115782.csv,15,7,8,3
model84822.csv,11,6,3,1
model39825.csv,16,10,8,1
model44853.csv,14,6,7,3
model79816.csv,13,9,5,1
model31516.csv,15,7,8,3
model56171.csv,14,7,7,2
model97894.csv,15,6,7,2
model89754.csv,15,7,6,2
model118438.csv,16,8,9,2
model42433.csv,13,7,6,1
model15868.csv,15,6,7,3
model110238.csv,14,6,6,2
model60722.csv,14,7,6,2
model76840.csv,18,6,9,3
model94976.csv,13,6,5,1
model24566.csv,14,7,6,1
model64029.csv,14,7,6,1
model103948.csv,14,7,6,1
model40616.csv,16,6,8,4
model122005.csv,17,7,10,4
model11548.csv,12,6,4,2
model26486.csv,13,8,6,2
model20602.csv,11,7,4,1
model91013.csv,16,6,8,3
model102840.csv,15,7,7,3
model54108.csv,16,6,8,2
model119938.csv,19,8,12,5
model44405.csv,16,6,8,3
model69234.csv,15,7,7,2
model66588.csv,14,6,5,3
model28180.csv,17,7,10,4
model40757.csv,13,6,5,2
model4752.csv,13,7,6,2
model52687.csv,15,6,7,2
model86209.csv,12,7,3,1
model17819.csv,11,6,4,1
model112761.csv,14,6,6,2
model7104.csv,12,7,5,1
model75967.csv,15,6,6,3
model72871.csv,14,7,5,1
model83847.csv,17,6,9,3
model107369.csv,15,9,7,1
model11308.csv,10,6,3,1
model34610.csv,13,7,7,1
model10170.csv,11,7,4,1
model58097.csv,14,8,8,2
model56062.csv,14,7,7,2
model31614.csv,16,8,9,3
model7812.csv,12,8,6,1
model88294.csv,15,7,6,1
model110122.csv,13,7,6,2
model56223.csv,15,9,8,1
model33307.csv,10,6,4,1
model101912.csv,14,8,7,1
model85306.csv,17,8,8,2
model28269.csv,15,7,8,3
model106961.csv,17,8,10,2
model86765.csv,17,9,8,2
model13940.csv,14,8,6,1
model93134.csv,17,8,8,1
model60043.csv,12,7,4,1
model951.csv,13,8,6,1
model57556.csv,13,8,6,1
model72897.csv,16,7,7,1
model44965.csv,12,7,5,2
model107273.csv,12,6,5,1
model108195.csv,14,7,6,2
model5857.csv,13,7,6,1
model82222.csv,17,8,9,2
model79755.csv,14,7,6,2
model81927.csv,15,8,7,1
model21351.csv,15,6,7,3
model121613.csv,20,7,13,6
model20711.csv,13,8,5,1
model14928.csv,16,6,8,3
model38169.csv,14,8,6,1
model40560.csv,12,7,5,1
model35078.csv,12,6,7,2
model84496.csv,15,7,8,2
model18219.csv,14,8,7,2
model113891.csv,14,6,6,2
model88839.csv,13,6,5,2
model67562.csv,14,6,5,1
model69969.csv,14,7,6,2
model90928.csv,16,7,7,2
model24625.csv,13,6,5,1
model115747.csv,12,7,5,1
model83260.csv,15,6,7,2
model21446.csv,15,6,7,3
model114051.csv,18,7,10,4
model31687.csv,16,6,9,3
model25710.csv,14,8,8,2
model75322.csv,18,6,9,4
model93402.csv,17,8,8,2
model106145.csv,12,6,4,1
model118489.csv,15,9,8,1
model116865.csv,14,9,7,1
model110295.csv,14,7,6,1
model29661.csv,11,6,6,2
model44524.csv,14,8,7,2
model57273.csv,14,6,7,1
model119180.csv,16,7,9,3
model54394.csv,13,6,6,2
model42935.csv,15,8,7,2
model122474.csv,16,9,10,2
model77431.csv,15,8,7,1
model29667.csv,12,7,6,1
model106263.csv,15,8,7,1
model113824.csv,17,6,9,3
model76665.csv,17,6,8,2
model40908.csv,15,8,7,1
model108334.csv,16,6,8,4
model44489.csv,12,6,5,2
model58094.csv,14,8,8,2
model68696.csv,15,8,6,1
model118736.csv,15,8,8,1
model55364.csv,15,9,8,1
model47642.csv,12,7,5,2
model7985.csv,9,5,4,1
model55042.csv,13,6,6,1
model24548.csv,16,9,8,1
model32814.csv,15,6,8,3
model51468.csv,15,10,9,1
model89045.csv,12,7,4,1
model34191.csv,11,6,6,1
model114484.csv,18,6,10,4
model121157.csv,17,9,10,2
model107485.csv,14,7,6,2
model14984.csv,13,6,5,1
model83350.csv,12,7,4,1
model20571.csv,14,7,6,1
model33197.csv,11,7,5,1
model73390.csv,16,6,7,3
model42938.csv,15,9,7,2
model25944.csv,12,8,7,1
model26865.csv,14,8,8,1
model33184.csv,10,6,5,1
model118449.csv,15,6,8,2
model14167.csv,14,7,7,3
model26688.csv,11,7,6,1
model24646.csv,13,7,6,1
model71692.csv,13,6,5,2
model45639.csv,16,7,8,3
model114450.csv,15,6,7,3
model14373.csv,14,6,6,3
model80219.csv,16,8,9,2
model16893.csv,13,6,6,3
model79656.csv,15,6,7,2
model58557.csv,11,6,5,2
model15846.csv,14,9,6,1
model97950.csv,18,7,10,3
model76961.csv,17,7,8,2
model24424.csv,14,8,6,1
model79877.csv,14,8,6,2
model85441.csv,14,8,5,1
model48617.csv,12,6,4,1
model18570.csv,12,7,4,1
model54090.csv,15,7,7,2
model47124.csv,16,7,8,3
model34359.csv,12,6,6,3
model103184.csv,15,7,7,2
model99278.csv,13,7,5,1
model105591.csv,13,6,5,2
model71.csv,11,8,5,1
model96775.csv,16,7,8,3
model52760.csv,15,7,7,1
model96267.csv,15,6,7,2
model52732.csv,17,7,9,3
model55440.csv,14,7,7,2
model48973.csv,15,8,7,1
model110246.csv,15,8,7,1
model115540.csv,12,6,5,1
model29662.csv,12,7,6,1
model86495.csv,14,6,6,3
model108581.csv,15,6,7,4
model2837.csv,12,6,7,2
model52560.csv,17,7,9,3
model6955.csv,14,8,7,2
model76570.csv,15,6,6,1
model42969.csv,16,9,8,1
model60479.csv,11,6,3,1
model114879.csv,12,6,5,2
model84852.csv,12,7,4,1
model23831.csv,12,7,4,2
model74525.csv,13,6,4,2
model44695.csv,16,10,9,1
model60937.csv,16,7,8,4
model22707.csv,14,7,6,4
model82710.csv,13,6,6,1
model4856.csv,12,7,6,2
model47241.csv,17,9,9,2
model39367.csv,10,6,3,2
model60660.csv,13,6,5,2
model4474.csv,12,9,6,1
model113773.csv,18,6,10,4
model31581.csv,16,8,9,3
model7092.csv,13,8,6,1
model93230.csv,19,8,10,2
model8176.csv,14,7,8,3
model57650.csv,15,7,8,2
model116749.csv,13,6,6,1
model123332.csv,14,7,8,2
model6338.csv,14,6,7,3
model29980.csv,15,9,10,2
model92867.csv,14,7,5,1
model8366.csv,11,7,5,1
model91218.csv,14,6,5,1
model91521.csv,16,6,7,3
model57750.csv,13,7,6,1
model14586.csv,13,8,6,1
model103833.csv,14,7,6,1
model82418.csv,16,7,8,2
model22083.csv,15,7,8,4
model41252.csv,15,8,8,2
model100303.csv,13,6,5,1
model106878.csv,14,6,7,2
model109677.csv,16,7,8,2
model107601.csv,14,8,6,2
model39621.csv,13,7,6,1
model43261.csv,15,7,8,2
model75572.csv,14,6,5,1
model88540.csv,16,6,8,2
model44465.csv,14,6,6,2
model65935.csv,14,6,5,2
model29584.csv,12,6,7,2
model110939.csv,15,7,7,2
model115692.csv,17,10,10,1
model18294.csv,15,9,7,2
model31438.csv,14,7,8,3
model31357.csv,17,7,10,4
model7588.csv,12,7,6,1
model99126.csv,13,8,5,1
model42850.csv,12,8,4,1
model119846.csv,17,9,10,2
model74818.csv,16,9,7,2
model21158.csv,11,6,4,1
model100218.csv,13,8,5,1
model99229.csv,15,6,7,4
model81703.csv,15,6,7,2
model117363.csv,14,6,7,3
model87468.csv,17,6,8,3
model58315.csv,14,6,8,2
model66464.csv,16,6,7,2
model18874.csv,13,8,5,1
model73790.csv,15,7,6,1
model90833.csv,16,7,7,2
model43691.csv,15,8,7,1
model115830.csv,15,6,8,3
model81652.csv,14,8,6,1
model41188.csv,15,7,7,2
model14954.csv,13,6,5,1
model78654.csv,14,8,6,1
model121607.csv,19,7,12,6
model60522.csv,15,8,7,2
model22908.csv,15,10,7,1
model24713.csv,15,9,8,1
model103938.csv,17,6,9,5
model26951.csv,14,8,9,2
model5208.csv,12,8,5,1
model34189.csv,11,6,6,1
model97712.csv,17,8,9,2
model103477.csv,15,6,7,3
model101943.csv,12,6,5,1
model107175.csv,14,6,7,1
model116051.csv,15,7,8,3
model80084.csv,17,6,9,4
model31866.csv,13,8,6,1
model100545.csv,14,6,6,2
model57885.csv,19,7,12,6
model38144.csv,14,7,6,2
model123142.csv,15,6,9,3
model32633.csv,14,6,7,2
model82950.csv,19,6,11,5
model87126.csv,13,6,4,1
model19027.csv,15,10,7,1
model46981.csv,15,7,7,3
model35747.csv,14,6,7,2
model87421.csv,17,8,8,2
model92177.csv,18,7,10,3
model82145.csv,17,7,9,2
model55540.csv,15,8,8,1
model68615.csv,15,7,6,1
model120114.csv,18,7,11,4
model47665.csv,13,6,5,2
model80581.csv,14,6,6,2
model57091.csv,12,6,5,1
model85749.csv,16,7,7,2
model94497.csv,14,7,5,1
model31722.csv,15,9,8,1
model68513.csv,15,6,6,2
model117429.csv,15,7,8,4
model38211.csv,14,8,6,1
model119929.csv,19,7,12,5
model59765.csv,12,7,4,1
model115169.csv,14,6,7,2
model38566.csv,14,7,6,1
model53636.csv,17,7,9,3
model63144.csv,15,8,7,1
model39782.csv,14,9,6,2
model91622.csv,15,6,6,2
model57997.csv,12,6,5,1
model91639.csv,17,6,8,3
model7711.csv,12,7,7,1
model102672.csv,14,6,7,4
model49122.csv,14,6,6,2
model121945.csv,16,8,9,2
model51719.csv,15,7,8,2
model49204.csv,18,8,10,3
model94021.csv,17,10,8,1
model65081.csv,12,6,3,2
model21101.csv,15,7,8,3
model1117.csv,11,7,6,1
model84327.csv,16,6,8,4
model107187.csv,13,6,6,1
model4912.csv,14,6,8,4
model66112.csv,14,7,5,1
model97770.csv,18,7,10,3
model115501.csv,13,6,6,2
model108837.csv,13,8,5,1
model3016.csv,12,6,6,1
model43590.csv,13,6,5,1
model957.csv,12,6,5,1
model103918.csv,13,6,5,2
model27099.csv,14,9,8,2
model111570.csv,14,7,6,2
model107956.csv,16,6,8,3
