model,critical_length,minimal_number_of_queries,number_of_non_explainable,all_explainable_minimal_number_of_queries
model921.csv,12,9,11,20
model91473.csv,17,11,13,24
model24805.csv,10,6,11,17
model44781.csv,17,8,12,20
model90471.csv,16,7,14,21
model92293.csv,16,7,16,23
model66191.csv,14,7,10,17
model58293.csv,14,6,20,26
model88380.csv,14,6,15,21
model15269.csv,14,8,14,22
model101958.csv,14,6,10,16
model80173.csv,15,8,15,23
model36100.csv,13,6,7,13
model58741.csv,10,7,11,18
model101079.csv,14,7,16,23
model67.csv,10,7,10,17
model42596.csv,12,8,2,10
model39013.csv,12,7,7,14
model28774.csv,15,7,17,24
model13286.csv,14,6,15,21
model12166.csv,15,8,14,22
model36504.csv,15,6,19,25
model50766.csv,14,6,20,26
model108796.csv,15,6,6,12
model46056.csv,16,8,17,25
model19986.csv,14,6,16,22
model119419.csv,14,8,19,27
model88188.csv,13,6,17,23
model107199.csv,13,6,18,24
model62551.csv,15,8,11,19
model75408.csv,17,6,16,22
model101545.csv,15,7,14,21
model72821.csv,14,6,11,17
model64189.csv,13,8,14,22
model61180.csv,16,12,11,23
model107124.csv,16,8,16,24
model119007.csv,15,8,19,27
model48513.csv,14,6,19,25
model93270.csv,18,8,14,22
model87932.csv,15,6,11,17
model22787.csv,15,6,16,22
model68926.csv,16,7,14,21
model6814.csv,10,7,2,9
model52027.csv,16,7,18,25
model76268.csv,16,6,12,18
model27687.csv,15,9,14,23
model97826.csv,20,6,20,26
model22535.csv,13,6,21,27
model42990.csv,15,8,11,19
model90674.csv,16,6,12,18
model107154.csv,13,7,18,25
model119394.csv,16,8,18,26
model98706.csv,14,8,10,18
model87334.csv,16,7,16,23
model51173.csv,14,6,21,27
model20168.csv,14,7,16,23
model91921.csv,12,6,21,27
model62939.csv,14,6,15,21
model88316.csv,15,7,15,22
model49310.csv,13,7,21,28
model39313.csv,14,7,11,18
model50448.csv,12,7,16,23
model89955.csv,14,8,13,21
model6004.csv,12,8,13,21
model11768.csv,13,7,10,17
model31421.csv,15,7,20,27
model18134.csv,13,9,8,17
model58639.csv,9,6,12,18
model90825.csv,14,6,16,22
model86367.csv,16,8,13,21
model29674.csv,12,8,12,20
model62895.csv,14,7,14,21
model44541.csv,14,8,13,21
model36465.csv,17,8,18,26
model29243.csv,16,8,18,26
model20513.csv,18,6,13,19
model17613.csv,13,6,15,21
model117690.csv,15,8,10,18
model114694.csv,17,8,17,25
model106897.csv,13,6,18,24
model91179.csv,13,8,12,20
model102449.csv,13,8,11,19
model73758.csv,17,8,13,21
model41774.csv,15,8,17,25
model20654.csv,14,7,16,23
model61241.csv,13,6,17,23
model78391.csv,14,6,9,15
model64000.csv,16,8,13,21
model74327.csv,12,6,20,26
model81521.csv,16,8,13,21
model102159.csv,16,8,9,17
model25616.csv,14,8,10,18
model32491.csv,13,7,21,28
model87264.csv,15,7,12,19
model33096.csv,11,6,19,25
model40265.csv,12,7,20,27
model69083.csv,13,7,14,21
model78111.csv,15,7,11,18
model73979.csv,17,8,12,20
model82529.csv,13,7,13,20
model90736.csv,14,7,10,17
model14535.csv,16,9,16,25
model73572.csv,15,7,11,18
model23026.csv,18,6,20,26
model121310.csv,19,7,20,27
model113935.csv,14,7,19,26
model116278.csv,15,7,8,15
model15663.csv,12,6,16,22
model71806.csv,13,7,9,16
model1426.csv,13,7,13,20
model46888.csv,12,6,15,21
model99144.csv,12,7,12,19
model42449.csv,12,7,8,15
model104570.csv,17,8,12,20
model98144.csv,16,6,21,27
model87729.csv,14,6,13,19
model7313.csv,15,7,19,26
model1927.csv,11,8,3,11
model84711.csv,14,6,18,24
model79075.csv,16,8,14,22
model11926.csv,12,6,13,19
model37752.csv,13,7,20,27
model64609.csv,16,10,4,14
model3415.csv,10,6,17,23
model106241.csv,13,8,7,15
model103449.csv,14,6,13,19
model57181.csv,13,7,22,29
model89708.csv,11,7,1,8
model33829.csv,14,9,20,29
model101076.csv,15,7,16,23
model100326.csv,13,6,15,21
model39882.csv,14,6,15,21
model49190.csv,19,7,19,26
model108446.csv,15,7,13,20
model93515.csv,17,8,15,23
model24298.csv,13,7,18,25
model82391.csv,14,6,17,23
model22211.csv,10,6,20,26
model12075.csv,14,8,14,22
model75924.csv,15,6,13,19
model68241.csv,15,7,12,19
model30855.csv,11,7,4,11
model117329.csv,14,7,14,21
model123968.csv,17,8,18,26
model21241.csv,13,9,11,20
model118545.csv,15,6,19,25
model51906.csv,13,7,19,26
model55141.csv,13,7,15,22
model1685.csv,12,9,13,22
model54309.csv,17,7,20,27
model9835.csv,14,7,13,20
model110082.csv,15,6,19,25
model113104.csv,15,7,16,23
model75946.csv,13,7,4,11
model48133.csv,17,6,19,25
model113199.csv,15,7,19,26
model44732.csv,14,8,13,21
model110502.csv,13,6,3,9
model59721.csv,12,7,11,18
model98901.csv,14,8,6,14
model94519.csv,15,6,8,14
model78291.csv,13,7,12,19
model3680.csv,11,8,20,28
model52071.csv,14,7,18,25
model99585.csv,16,7,12,19
model93447.csv,16,6,17,23
model8809.csv,10,6,20,26
model35593.csv,12,7,19,26
model93582.csv,16,6,17,23
model80006.csv,15,7,18,25
model39866.csv,15,7,16,23
model57794.csv,13,7,21,28
model59754.csv,11,8,2,10
model43912.csv,15,8,9,17
model21174.csv,14,7,16,23
model66664.csv,16,10,11,21
model95670.csv,15,7,19,26
model55301.csv,13,6,18,24
model40112.csv,13,11,4,15
model31618.csv,17,6,20,26
model76738.csv,16,8,15,23
model83595.csv,15,7,17,24
model5056.csv,14,7,16,23
model112154.csv,17,7,6,13
model95781.csv,14,8,19,27
model117649.csv,15,6,7,13
model56602.csv,10,6,9,15
model85215.csv,16,9,6,15
model13883.csv,14,8,19,27
model85663.csv,15,8,10,18
model85210.csv,15,9,6,15
model39572.csv,15,6,17,23
model122349.csv,15,7,19,26
model32632.csv,15,9,20,29
model39655.csv,15,7,16,23
model80927.csv,14,8,18,26
model118650.csv,13,7,20,27
model27136.csv,13,8,16,24
model34208.csv,12,7,21,28
model2500.csv,12,7,16,23
model61493.csv,11,6,15,21
model48009.csv,16,7,13,20
model71163.csv,14,6,14,20
model119058.csv,18,12,15,27
model108296.csv,14,7,7,14
model56442.csv,15,8,16,24
model845.csv,13,7,14,21
model49034.csv,17,6,19,25
model40372.csv,17,10,15,25
model61091.csv,16,7,15,22
model106851.csv,15,6,18,24
model85653.csv,15,8,10,18
model92880.csv,15,7,6,13
model44322.csv,14,7,13,20
model115740.csv,12,7,2,9
model121824.csv,16,8,19,27
model111084.csv,14,6,17,23
model390.csv,10,7,10,17
model71871.csv,16,7,9,16
model100572.csv,18,9,11,20
model95027.csv,18,7,18,25
model24730.csv,12,7,15,22
model90356.csv,15,6,16,22
model26489.csv,12,6,16,22
model116525.csv,15,6,16,22
model86089.csv,14,7,12,19
model86476.csv,17,6,14,20
model27759.csv,12,8,8,16
model67610.csv,14,6,13,19
model81713.csv,13,6,19,25
model78894.csv,13,6,16,22
model99576.csv,16,9,10,19
model73146.csv,14,8,4,12
model121972.csv,17,8,18,26
model71795.csv,13,7,9,16
model118187.csv,10,7,3,10
model77432.csv,15,9,13,22
model13583.csv,9,8,3,11
model47787.csv,15,7,14,21
model10602.csv,11,7,16,23
model62611.csv,14,7,14,21
model12760.csv,10,8,2,10
model37291.csv,16,9,17,26
model72492.csv,15,7,10,17
model40880.csv,15,7,13,20
model102451.csv,13,8,11,19
model109713.csv,18,8,16,24
model7656.csv,12,9,13,22
model28465.csv,13,8,16,24
model54508.csv,14,8,19,27
model39681.csv,14,7,17,24
model5138.csv,9,6,15,21
model41170.csv,15,7,17,24
model43850.csv,16,7,10,17
model40674.csv,14,7,5,12
model103093.csv,13,6,13,19
model35946.csv,13,6,17,23
model21554.csv,14,10,5,15
model102259.csv,13,7,11,18
model38540.csv,14,6,9,15
model87728.csv,14,6,14,20
model67827.csv,16,8,11,19
model12982.csv,12,8,14,22
model93719.csv,15,8,7,15
model93884.csv,16,6,5,11
model18707.csv,14,11,7,18
model89715.csv,12,7,3,10
model96885.csv,14,6,17,23
model26063.csv,12,8,10,18
model55379.csv,13,6,18,24
model56566.csv,10,6,19,25
model27505.csv,13,7,18,25
model100742.csv,13,6,5,11
model10620.csv,13,7,15,22
model50844.csv,14,8,19,27
model14115.csv,12,7,15,22
model83749.csv,16,8,16,24
model119469.csv,12,7,22,29
model114088.csv,17,6,19,25
model63608.csv,13,8,14,22
model91977.csv,13,6,19,25
model89047.csv,14,7,4,11
model17114.csv,14,7,12,19
model60855.csv,15,9,13,22
model101633.csv,12,6,17,23
model56241.csv,14,6,18,24
model52337.csv,12,7,19,26
model19044.csv,15,7,14,21
model86293.csv,17,6,14,20
model46215.csv,17,7,17,24
model37544.csv,13,7,22,29
model99225.csv,15,7,13,20
model31986.csv,9,7,5,12
model43685.csv,14,9,11,20
model65830.csv,13,7,8,15
model16879.csv,13,6,15,21
model77847.csv,11,7,3,10
model12253.csv,12,6,15,21
model22736.csv,12,9,3,12
model108923.csv,15,6,16,22
model14789.csv,15,6,21,27
model72367.csv,16,6,9,15
model66348.csv,15,7,10,17
model79647.csv,15,7,4,11
model121888.csv,18,6,20,26
model122690.csv,17,8,18,26
model97653.csv,19,9,17,26
model5776.csv,13,9,18,27
model43625.csv,15,9,8,17
model49870.csv,17,7,20,27
model95643.csv,18,7,18,25
model42959.csv,17,9,10,19
model10043.csv,12,7,13,20
model67058.csv,16,6,14,20
model110283.csv,14,7,14,21
model3508.csv,12,7,16,23
model118186.csv,9,6,3,9
model43804.csv,14,9,12,21
model39631.csv,15,7,16,23
model99776.csv,12,7,3,10
model37676.csv,11,7,22,29
model77214.csv,19,6,15,21
model17463.csv,12,7,19,26
model70047.csv,13,6,15,21
model49426.csv,13,7,18,25
model6285.csv,14,9,12,21
model85855.csv,15,8,6,14
model45919.csv,13,7,4,11
model18385.csv,12,6,10,16
model53695.csv,16,6,16,22
model66344.csv,16,6,10,16
model676.csv,12,9,8,17
model50873.csv,14,9,19,28
model28028.csv,15,7,17,24
model116024.csv,14,7,7,14
model37275.csv,16,7,19,26
model10509.csv,13,7,18,25
model1577.csv,12,8,11,19
model16203.csv,12,7,12,19
model84223.csv,15,7,17,24
model43084.csv,10,7,1,8
model122211.csv,13,7,19,26
model114068.csv,18,6,19,25
model28997.csv,16,8,19,27
model83885.csv,17,7,17,24
model100458.csv,16,6,14,20
model64425.csv,13,7,6,13
model68339.csv,15,9,10,19
model56636.csv,10,6,13,19
model90760.csv,15,6,13,19
model12423.csv,12,6,17,23
model67721.csv,15,7,12,19
model86353.csv,16,8,13,21
model64032.csv,15,6,13,19
model64151.csv,14,8,12,20
model45378.csv,16,9,12,21
model11621.csv,11,9,2,11
model19973.csv,15,6,16,22
model16715.csv,12,8,14,22
model35113.csv,13,7,22,29
model100228.csv,13,6,15,21
model40739.csv,11,6,3,9
model14712.csv,16,6,17,23
model71439.csv,14,7,13,20
model65229.csv,13,6,11,17
model878.csv,12,9,12,21
model394.csv,9,8,11,19
model32776.csv,16,9,19,28
model79070.csv,14,7,16,23
model122954.csv,13,7,21,28
model73928.csv,14,9,2,11
model23217.csv,15,6,19,25
model111802.csv,14,6,9,15
model13985.csv,15,8,12,20
model124060.csv,12,7,20,27
model109460.csv,13,8,18,26
model39817.csv,15,6,14,20
model78175.csv,11,7,11,18
model77117.csv,19,6,14,20
model110156.csv,12,7,4,11
model81136.csv,13,7,19,26
model105866.csv,14,6,12,18
model29589.csv,12,6,16,22
model26324.csv,12,7,14,21
model105021.csv,15,6,16,22
model29005.csv,16,9,18,27
model79972.csv,15,6,17,23
model116334.csv,14,7,14,21
model7999.csv,12,8,18,26
model103711.csv,13,8,8,16
model66209.csv,13,7,11,18
model8125.csv,11,7,6,13
model24128.csv,10,6,21,27
model49864.csv,17,8,18,26
model10679.csv,12,8,13,21
model83308.csv,14,6,6,12
model97.csv,11,9,9,18
model18902.csv,16,10,9,19
model10719.csv,9,7,2,9
model5865.csv,13,6,20,26
model103554.csv,12,7,13,20
model105161.csv,14,8,16,24
model52674.csv,15,7,17,24
model69002.csv,18,6,13,19
model61867.csv,14,7,14,21
model14456.csv,13,9,16,25
model119576.csv,15,6,21,27
model47947.csv,12,7,9,16
model100524.csv,16,8,12,20
model44237.csv,11,6,5,11
model64391.csv,12,6,10,16
model27173.csv,9,5,13,18
model40883.csv,14,7,13,20
model7416.csv,10,6,14,20
model112077.csv,16,8,13,21
model64387.csv,11,6,11,17
model40576.csv,12,6,3,9
model72357.csv,15,9,8,17
model13305.csv,14,7,14,21
model99937.csv,15,8,11,19
model34011.csv,13,6,21,27
model98217.csv,15,9,18,27
model118060.csv,14,6,7,13
model124001.csv,16,7,19,26
model41245.csv,15,6,17,23
model86993.csv,16,7,10,17
model103201.csv,13,7,12,19
model20540.csv,16,8,13,21
model90808.csv,18,6,15,21
model117364.csv,15,8,14,22
model3222.csv,12,7,16,23
model107621.csv,15,8,10,18
model44813.csv,15,7,15,22
model3605.csv,12,7,16,23
model108285.csv,13,7,7,14
model119245.csv,16,7,20,27
model65288.csv,15,6,10,16
model15766.csv,13,7,15,22
model100699.csv,12,6,13,19
model58843.csv,11,8,12,20
model10548.csv,11,7,19,26
model25807.csv,14,9,11,20
model105165.csv,16,7,16,23
model57583.csv,13,7,21,28
model90724.csv,16,9,4,13
model39155.csv,15,9,14,23
model27791.csv,14,7,14,21
model84960.csv,11,8,0,8
model39141.csv,15,7,15,22
model9470.csv,13,7,20,27
model52805.csv,15,7,17,24
model2921.csv,10,7,15,22
model10502.csv,11,6,20,26
model14076.csv,13,7,14,21
model106747.csv,12,7,18,25
model95959.csv,15,8,14,22
model89026.csv,15,7,10,17
model121843.csv,19,10,16,26
model59694.csv,13,7,12,19
model67035.csv,17,9,11,20
model45077.csv,13,7,18,25
model68414.csv,15,7,4,11
model5786.csv,11,8,20,28
model93876.csv,14,7,3,10
model48122.csv,17,8,18,26
model113413.csv,17,9,17,26
model79219.csv,16,7,14,21
model4081.csv,11,6,17,23
model13466.csv,16,6,13,19
model116893.csv,12,7,11,18
model117187.csv,16,8,10,18
model53832.csv,13,6,8,14
model28317.csv,11,7,20,27
model16702.csv,12,7,16,23
model33018.csv,15,9,19,28
model108708.csv,14,8,15,23
model13047.csv,12,7,14,21
model8934.csv,11,8,4,12
model119578.csv,17,7,20,27
model86111.csv,13,7,5,12
model107856.csv,13,6,15,21
model13769.csv,13,7,13,20
model18222.csv,15,9,10,19
model69004.csv,18,7,13,20
model49940.csv,17,10,18,28
model40586.csv,12,6,8,14
model31611.csv,17,6,20,26
model95120.csv,19,8,17,25
model20296.csv,13,6,15,21
model118792.csv,14,6,20,26
model75121.csv,15,7,17,24
model98940.csv,14,6,12,18
model79216.csv,15,6,15,21
model43560.csv,13,8,10,18
model38670.csv,13,6,10,16
model119634.csv,16,7,19,26
model33652.csv,13,8,20,28
model12316.csv,13,7,11,18
model79334.csv,11,6,17,23
model30403.csv,15,8,15,23
model21049.csv,14,7,16,23
model111209.csv,15,8,15,23
model27849.csv,15,8,14,22
model24859.csv,13,8,10,18
model114365.csv,20,6,19,25
model80880.csv,15,7,19,26
model27664.csv,13,8,16,24
model74850.csv,19,9,12,21
model106858.csv,16,9,15,24
model118455.csv,15,7,17,24
model110132.csv,12,7,19,26
model118602.csv,14,7,20,27
model88016.csv,14,6,13,19
model92764.csv,16,10,4,14
model48880.csv,14,7,16,23
model111062.csv,13,6,17,23
model102174.csv,15,7,10,17
model118209.csv,13,7,7,14
model31840.csv,14,6,19,25
model700.csv,11,8,11,19
model36491.csv,16,6,21,27
model87858.csv,14,7,13,20
model9561.csv,11,8,5,13
model59453.csv,10,6,12,18
model4027.csv,12,7,16,23
model108030.csv,15,7,16,23
model108555.csv,15,8,6,14
model16670.csv,16,9,12,21
model76069.csv,14,6,16,22
model122623.csv,14,6,20,26
model27065.csv,12,6,16,22
model49664.csv,13,7,20,27
model70119.csv,16,8,13,21
model49810.csv,14,7,19,26
model306.csv,9,6,11,17
model95890.csv,15,7,11,18
model83584.csv,13,6,18,24
model60698.csv,14,10,11,21
model97718.csv,15,8,18,26
model22344.csv,16,7,19,26
model22646.csv,14,6,18,24
model124039.csv,13,7,20,27
model86071.csv,15,6,13,19
model1361.csv,13,7,11,18
model58807.csv,11,7,11,18
model94291.csv,18,7,15,22
model48454.csv,15,7,18,25
model6117.csv,13,8,13,21
model42793.csv,14,7,9,16
model26679.csv,11,7,6,13
model26801.csv,14,9,14,23
model65827.csv,13,6,9,15
model91712.csv,15,8,16,24
model31129.csv,13,8,18,26
model15634.csv,11,7,19,26
model98257.csv,15,8,19,27
model59141.csv,9,7,11,18
model120713.csv,17,6,20,26
model11802.csv,13,6,9,15
model72958.csv,18,8,9,17
model94007.csv,15,8,5,13
model107427.csv,14,6,13,19
model40335.csv,16,7,17,24
model31272.csv,16,7,20,27
model21794.csv,15,6,21,27
model73610.csv,16,6,13,19
model77750.csv,11,6,9,15
model86413.csv,19,7,12,19
model47528.csv,15,6,17,23
model111946.csv,17,6,14,20
model74321.csv,14,8,18,26
model74259.csv,14,7,14,21
model61745.csv,15,8,12,20
model104710.csv,12,7,7,14
model52856.csv,15,7,16,23
model87170.csv,15,8,14,22
model73318.csv,15,7,11,18
model23912.csv,13,6,19,25
model120811.csv,17,8,19,27
model15931.csv,11,8,2,10
model111109.csv,18,7,15,22
model88954.csv,14,9,10,19
model118354.csv,14,6,15,21
model67466.csv,16,7,13,20
model80264.csv,11,7,5,12
model104142.csv,11,9,2,11
model109819.csv,17,7,18,25
model90078.csv,13,6,6,12
model68030.csv,15,7,4,11
model7616.csv,12,9,13,22
model7459.csv,11,6,14,20
model2605.csv,11,6,14,20
model33145.csv,10,6,15,21
model44123.csv,15,8,12,20
model66234.csv,15,7,10,17
model16616.csv,15,10,13,23
model41885.csv,14,6,13,19
model56437.csv,14,6,18,24
model115330.csv,15,8,18,26
model55808.csv,15,7,16,23
model89238.csv,15,7,10,17
model56183.csv,15,7,16,23
model14281.csv,11,7,7,14
model63447.csv,15,7,12,19
model115750.csv,13,7,7,14
model116847.csv,11,7,5,12
model97401.csv,14,7,18,25
model50256.csv,16,8,16,24
model8043.csv,10,6,22,28
model87653.csv,13,8,6,14
model2038.csv,12,7,13,20
model114501.csv,16,7,20,27
model80447.csv,14,7,16,23
model72941.csv,16,6,10,16
model38880.csv,13,7,5,12
model97513.csv,18,6,20,26
model116658.csv,14,6,18,24
model4526.csv,13,6,13,19
model29566.csv,11,6,14,20
model26504.csv,12,6,18,24
model82773.csv,15,7,17,24
model32004.csv,12,6,10,16
model90687.csv,16,7,14,21
model78312.csv,13,8,12,20
model123628.csv,15,7,19,26
model20340.csv,15,7,11,18
model54671.csv,13,7,18,25
model47494.csv,15,8,16,24
model6882.csv,14,8,13,21
model7872.csv,10,6,15,21
model25353.csv,12,7,13,20
model97856.csv,17,8,20,28
model7998.csv,11,7,19,26
model22463.csv,16,6,19,25
model90335.csv,15,6,17,23
model120604.csv,15,7,20,27
model118599.csv,14,7,18,25
model121032.csv,18,7,20,27
model22800.csv,15,8,18,26
model73903.csv,15,6,14,20
model37628.csv,11,7,22,29
model19764.csv,12,9,3,12
model20336.csv,12,8,12,20
model13299.csv,14,6,15,21
model5547.csv,14,7,14,21
model7647.csv,13,6,15,21
model42428.csv,13,7,8,15
model59970.csv,14,9,7,16
model53762.csv,13,7,9,16
model57834.csv,16,7,19,26
model86846.csv,16,6,14,20
model94344.csv,16,6,16,22
model31571.csv,16,8,19,27
model6917.csv,15,10,11,21
model75063.csv,16,6,14,20
model122501.csv,16,6,20,26
model100282.csv,15,7,7,14
model56613.csv,12,7,9,16
model115989.csv,12,7,16,23
model47283.csv,18,7,17,24
model121752.csv,17,6,20,26
model10896.csv,10,8,3,11
model49690.csv,12,8,3,11
model70886.csv,18,7,12,19
model31514.csv,14,7,20,27
model115944.csv,14,9,13,22
model7405.csv,9,6,6,12
model85732.csv,15,7,7,14
model92861.csv,17,7,11,18
model2686.csv,9,6,14,20
model2472.csv,15,8,15,23
model14312.csv,14,7,18,25
model94660.csv,14,7,18,25
model74773.csv,16,9,10,19
model69747.csv,15,6,15,21
model110026.csv,15,9,17,26
model32163.csv,11,6,10,16
model71282.csv,16,6,14,20
model109796.csv,17,7,17,24
model29776.csv,14,6,20,26
model6125.csv,13,6,16,22
model46914.csv,10,6,18,24
model63387.csv,12,8,1,9
model2683.csv,12,7,12,19
model22005.csv,11,6,15,21
model116393.csv,14,7,17,24
model59148.csv,12,7,11,18
model108456.csv,15,6,14,20
model75786.csv,16,6,5,11
model69495.csv,16,8,2,10
model44272.csv,14,7,12,19
model18939.csv,15,6,10,16
model19471.csv,15,7,16,23
model62572.csv,14,9,11,20
model32878.csv,13,6,22,28
model108002.csv,17,6,15,21
model9733.csv,13,7,14,21
model80959.csv,13,6,18,24
model48504.csv,16,7,18,25
model37090.csv,14,7,19,26
model90287.csv,15,6,14,20
model36091.csv,11,8,6,14
model101204.csv,11,6,13,19
model7392.csv,11,8,16,24
model103278.csv,14,10,6,16
model115497.csv,14,6,11,17
model123488.csv,16,8,19,27
model71080.csv,17,10,11,21
model118035.csv,12,6,8,14
model80369.csv,13,8,14,22
model29977.csv,15,7,19,26
model78607.csv,13,7,3,10
model31295.csv,17,7,19,26
model112366.csv,16,7,11,18
model68021.csv,13,8,1,9
model111817.csv,14,6,13,19
model730.csv,11,7,11,18
model37357.csv,15,7,19,26
model20450.csv,15,7,12,19
model44220.csv,15,9,14,23
model44466.csv,14,6,15,21
model18916.csv,14,8,11,19
model74051.csv,17,8,15,23
model88798.csv,14,6,10,16
model29342.csv,12,7,8,15
model6510.csv,13,8,14,22
model29468.csv,13,9,12,21
model44211.csv,13,7,16,23
model54965.csv,13,6,18,24
model21376.csv,16,6,15,21
model103242.csv,13,10,2,12
model113090.csv,16,8,15,23
model112455.csv,19,8,12,20
model56563.csv,13,8,16,24
model88741.csv,10,7,2,9
model85656.csv,16,6,11,17
model23150.csv,13,8,6,14
model119843.csv,17,8,19,27
model49609.csv,14,7,16,23
model71366.csv,15,7,13,20
model80500.csv,14,7,19,26
model98869.csv,11,7,1,8
model8400.csv,13,8,18,26
model91086.csv,14,7,16,23
model119200.csv,17,7,19,26
model59589.csv,13,8,8,16
model39738.csv,14,7,14,21
model37177.csv,17,8,18,26
model56313.csv,16,7,17,24
model90433.csv,15,6,6,12
model50243.csv,14,8,17,25
model1738.csv,12,7,13,20
model67183.csv,13,7,4,11
model22269.csv,14,7,16,23
model111557.csv,12,8,1,9
model60089.csv,14,9,11,20
model110501.csv,13,6,3,9
model55687.csv,13,7,5,12
model94114.csv,19,7,15,22
model91194.csv,14,6,14,20
model22666.csv,12,8,3,11
model6918.csv,14,6,14,20
model45523.csv,14,7,15,22
model66605.csv,13,7,14,21
model116223.csv,12,6,6,12
model69029.csv,17,8,12,20
model37166.csv,14,8,20,28
model20309.csv,11,8,2,10
model31182.csv,13,8,13,21
model10133.csv,14,8,14,22
model61406.csv,13,7,15,22
model48955.csv,16,7,17,24
model90215.csv,14,6,12,18
model37532.csv,15,7,21,28
model65117.csv,14,7,12,19
model111493.csv,15,7,13,20
model78793.csv,11,6,13,19
model123789.csv,13,6,20,26
model13902.csv,13,7,18,25
model45255.csv,14,7,16,23
model71410.csv,15,6,14,20
model119084.csv,13,6,20,26
model73189.csv,15,7,10,17
model86536.csv,13,6,5,11
model44540.csv,14,7,13,20
model16707.csv,12,7,14,21
model46749.csv,18,9,10,19
model91534.csv,15,6,19,25
model84283.csv,17,8,16,24
model49786.csv,16,8,16,24
model123109.csv,15,8,19,27
model117263.csv,15,8,6,14
model33812.csv,13,8,21,29
model119559.csv,14,6,22,28
model51658.csv,18,8,18,26
model50767.csv,14,7,19,26
model25262.csv,11,8,9,17
model90725.csv,15,7,7,14
model80172.csv,15,8,14,22
model79080.csv,13,7,14,21
model10665.csv,12,6,14,20
model54745.csv,14,8,18,26
model13378.csv,13,7,14,21
model35798.csv,15,7,18,25
model88988.csv,16,7,10,17
model1457.csv,11,9,13,22
